From Bank,To Bank,Amount Paid,Payment Currency,Payment Format,Is Laundering,Hour,Dayofweek
232857,233282,32.36,UK Pound,Cash,0,18,4
25856,7249,2928.57,Euro,Credit Card,0,21,3
18396,22444,6314930.77,Euro,Cheque,0,6,3
70,118536,4611.19,US Dollar,Cash,0,21,2
25526,11483,868.13,US Dollar,Cheque,0,9,6
18520,131179,5161.69,Euro,Cheque,0,0,5
119699,26169,195004.32,Rupee,Cheque,0,4,0
23760,3597,245.2,US Dollar,Credit Card,0,15,3
22224,22224,33.81,US Dollar,ACH,0,13,4
122779,3718,119.11,US Dollar,Cheque,0,23,2
118536,215514,1133.54,US Dollar,Cheque,0,16,4
70,5082,127.37,Euro,Credit Card,0,0,1
70,1126,975.26,Euro,Cash,0,18,3
425,1595,4015.51,Euro,ACH,0,11,5
24317,22185,152.65,US Dollar,Cheque,0,21,4
223057,14408,58.67,US Dollar,Wire,0,22,3
12063,22224,33.87,US Dollar,Credit Card,0,0,4
70,123651,30185579.11,Rupee,Cash,0,11,3
0,117521,83.09,Euro,Credit Card,0,9,3
169500,71399,0.20722,Bitcoin,Bitcoin,0,5,0
11314,24643,15129.92,Euro,Credit Card,0,23,1
70,42838,4700689.13,US Dollar,Cash,0,13,3
226624,214342,5148.54,US Dollar,Cash,0,1,3
19104,29844,10665.84,Yuan,Credit Card,0,17,0
1776,600,1808.52,Euro,Credit Card,0,11,4
19,27,21124.54,Ruble,Credit Card,0,0,4
52898,153607,495.53,Swiss Franc,ACH,0,12,3
11,21566,4910.66,US Dollar,Cash,0,10,0
7530,7530,12.77,Euro,Reinvestment,0,9,3
333137,230595,0.25,Ruble,Cheque,0,0,3
21393,18747,72008.88,US Dollar,Cheque,0,4,1
135558,10,345.15,Canadian Dollar,Cheque,0,0,1
12202,115212,6864.36,Euro,Cheque,0,1,6
17380,11832,6312.11,Yen,ACH,0,23,3
1199,213,1.94,Shekel,Cash,0,14,3
225145,116648,7.0,US Dollar,Cash,0,22,5
118939,212418,338.77,Euro,Cheque,0,0,4
116299,12274,180.94,Euro,Credit Card,0,7,3
8488,33296,237.56,US Dollar,Credit Card,0,0,2
157937,113,6500.02,Shekel,Credit Card,0,21,0
38265,127530,120.07,US Dollar,Credit Card,0,20,4
19856,215557,24753854.52,Yen,Cash,0,5,4
16584,531,194.24,US Dollar,Cheque,0,21,0
3,13590,225461.12,Euro,Cash,0,2,2
22890,218057,781.91,US Dollar,Cheque,0,8,3
219054,15355,967.09,US Dollar,ACH,0,20,5
7249,7249,1284.54,Euro,ACH,0,18,4
21393,21393,708180.89,US Dollar,ACH,0,6,3
18,168297,56223.87,Saudi Riyal,Credit Card,0,7,2
1291,1291,1447.43,US Dollar,ACH,0,14,4
9096,27356,1614.76,Yuan,Credit Card,0,1,4
1638,11770,41299.55,US Dollar,Wire,0,22,4
23571,1638,5616.55,US Dollar,Credit Card,0,11,3
1807,20,3284762.11,US Dollar,Cheque,0,8,3
214423,115332,815.54,Euro,Credit Card,0,14,4
15168,29867,21244903.67,Yuan,Cheque,0,14,1
21566,119927,692.88,US Dollar,Cheque,0,16,4
27737,27737,302203.29,Euro,Reinvestment,0,20,3
355382,253428,387.88,Swiss Franc,ACH,0,8,4
15783,139835,2362.31,US Dollar,Cheque,0,17,0
19856,4,1058738.33,Yen,Credit Card,0,2,4
13210,52931,34602.11,US Dollar,Cheque,0,16,3
16,23,45695.74,Ruble,Cheque,0,0,4
70,41215,1852.01,US Dollar,Credit Card,0,21,0
70,52788,16736.66,Swiss Franc,Credit Card,0,7,6
42130,43725,3664.75,Australian Dollar,Credit Card,0,19,4
123651,24677,9402.83,Rupee,Cheque,0,19,3
26,26,30878.3,Yuan,Reinvestment,0,10,3
23,19856,11560.18,Yen,Credit Card,0,9,3
26,9534,3068.36,Yuan,Cheque,0,8,3
32880,123519,450.73,Euro,Credit Card,0,15,4
219054,18890,149.89,US Dollar,Credit Card,0,21,4
211374,22661,519.54,US Dollar,Cheque,0,15,4
14,123260,609673.67,Rupee,Credit Card,0,1,5
27155,238352,1758.0,US Dollar,Cheque,0,18,5
20,1422,544.69,US Dollar,Cheque,0,17,1
133936,233674,801.52,UK Pound,Cheque,0,4,4
163897,263574,59.66,Saudi Riyal,Credit Card,0,0,3
70,29592,392545.7,Yen,Cash,0,8,4
1835,1835,11326.15,Euro,Cash,0,10,3
2692,149962,1560.34,US Dollar,Cheque,0,12,0
115943,118840,4987.2,US Dollar,Cheque,0,9,5
12063,135650,1241.65,US Dollar,Cheque,0,12,0
1120,115114,65.97,US Dollar,Cash,0,11,1
15461,211018,907.8,Euro,Cheque,0,22,1
40904,142223,549.8,Australian Dollar,Cheque,0,19,4
1422,217717,1531.07,US Dollar,Cheque,0,2,4
333100,333100,260017.01,Ruble,Reinvestment,0,4,3
148698,52308,917.72,Brazil Real,Cash,0,15,1
19,40904,230.83,Australian Dollar,Credit Card,0,13,6
142513,242129,874.0,Australian Dollar,ACH,0,12,3
228849,19325,32.91,US Dollar,ACH,0,11,2
22264,233908,12455.66,Euro,Cheque,0,22,4
72474,71356,0.01721,Bitcoin,Bitcoin,0,1,3
22547,246342,319.02,US Dollar,ACH,0,18,2
2,5,185175.81,Rupee,ACH,0,3,0
25384,10876,391.92,Euro,Credit Card,0,3,4
70,41126,21332.97,Australian Dollar,Credit Card,0,12,4
214342,210700,673.83,US Dollar,Cheque,0,16,1
70,21939,2509.21,US Dollar,Cheque,0,10,3
19413,124359,42.86,Rupee,Credit Card,0,5,3
24029,24029,129612.03,Euro,Reinvestment,0,21,3
9096,262777,3872018.22,US Dollar,Cheque,0,23,1
272866,271241,0.216781,Bitcoin,Bitcoin,0,22,4
12204,27967,12012.9,US Dollar,Cash,0,1,4
27967,36176,10329.05,US Dollar,Cheque,0,5,3
70,25856,196.01,Euro,Cheque,0,15,3
5687,135035,51.63,US Dollar,Credit Card,0,12,2
14640,17353,7119.47,Euro,Credit Card,0,22,4
22264,14,128.77,Euro,Cheque,0,1,6
123800,23539,1620308.02,Rupee,Credit Card,0,17,5
235943,138426,9903.23,Canadian Dollar,Cheque,0,12,3
45907,1135,2107.02,Mexican Peso,Cheque,0,10,2
217717,118314,171.44,US Dollar,Cheque,0,3,1
23539,123260,508079.05,Rupee,Cheque,0,11,4
119927,11968,282.52,US Dollar,Cheque,0,8,6
1135,19,1414.87,Mexican Peso,ACH,0,23,4
145729,47642,403013.59,US Dollar,ACH,0,1,5
1776,115212,497.39,Euro,Credit Card,0,7,1
17768,17768,43579.74,Yuan,ACH,0,10,3
27,27,260.97,Ruble,Reinvestment,0,0,3
136009,136009,2015.43,Canadian Dollar,Cheque,0,4,4
70,21414,158.05,US Dollar,Cash,0,6,0
70,10488,6373.5,Yuan,Cheque,0,16,1
11,22547,7603.03,US Dollar,ACH,0,10,2
28168,34978,2.86,US Dollar,Credit Card,0,16,5
692,26922,7215.61,Yuan,Cheque,0,2,1
15331,142529,4602.15,US Dollar,Cheque,0,3,2
1217,15875,123.62,US Dollar,Credit Card,0,0,0
1231,118681,255.66,US Dollar,Credit Card,0,2,1
231422,6058,8982.69,Euro,Credit Card,0,23,4
115,112,7340.8,Shekel,Cheque,0,2,3
1110,23041,2254.18,US Dollar,Cheque,0,3,0
219760,25856,284.78,Euro,Cash,0,9,1
115,18,36085.96,Saudi Riyal,ACH,0,22,0
1199,257433,4168.75,Shekel,Credit Card,0,5,3
3,23848,443.66,Euro,Cheque,0,18,4
7272,133674,1051.62,Euro,Credit Card,0,7,5
17694,231422,1023.16,Euro,Credit Card,0,12,3
14213,14851,148.83,Euro,ACH,0,4,4
692,27,495.72,Yuan,Credit Card,0,13,0
70,11,664.59,US Dollar,Credit Card,0,23,4
70,237640,922.56,US Dollar,Credit Card,0,18,4
1120,1639,10867.05,US Dollar,Cheque,0,18,4
1768,14003,10065551.69,Euro,Cheque,0,15,0
19,13,522.73,Mexican Peso,Cash,0,22,4
18326,31373,156.82,US Dollar,Credit Card,0,10,4
10488,110265,58.91,Yuan,Cheque,0,15,4
210,49750,688.46,Brazil Real,Credit Card,0,12,1
134852,134852,684492.3,Euro,Reinvestment,0,18,3
22364,23319,1360.27,US Dollar,Credit Card,0,22,4
217226,217226,799279.79,US Dollar,Reinvestment,0,0,3
3369,1639,259.34,US Dollar,ACH,0,23,4
0,211018,61.96,Euro,Cheque,0,10,6
115,115,975579.56,Saudi Riyal,Reinvestment,0,9,3
35075,17059,8.52,Euro,Credit Card,0,16,5
2,119732,101594.17,Rupee,ACH,0,14,4
1120,240242,743.27,US Dollar,Cheque,0,1,4
1120,18665,104.35,US Dollar,Cheque,0,5,3
5687,28625,433909.98,US Dollar,Cash,0,23,4
42275,142342,36597.18,Australian Dollar,Cheque,0,12,2
1110,11047,20.36,US Dollar,ACH,0,13,4
212,110,4122.74,Australian Dollar,Cheque,0,3,4
15331,226290,83.44,US Dollar,Wire,0,11,2
1812,22129,4.53,US Dollar,Wire,0,17,5
12,349,521.84,US Dollar,Cheque,0,21,4
351290,218057,263.69,US Dollar,ACH,0,19,4
5082,14652,7024.47,Euro,Wire,0,20,3
113,58848,838.18,Shekel,Credit Card,0,13,3
212,41019,26326.45,Australian Dollar,Cheque,0,3,4
234717,139974,1182.91,US Dollar,Cheque,0,22,4
3718,3718,7.55,US Dollar,Reinvestment,0,0,3
17102,214867,37464.03,US Dollar,Cheque,0,19,2
126123,225628,58393.41,Rupee,Cheque,0,16,4
316618,2368,38.38,US Dollar,Credit Card,0,4,4
66415,67873,13519.78,Saudi Riyal,ACH,0,1,4
2557,20,728.05,Euro,Cheque,0,11,0
70,5082,5777.86,Euro,Credit Card,0,7,4
341708,141204,489.65,Australian Dollar,Credit Card,0,13,4
1639,11,2032.72,US Dollar,Cheque,0,23,5
142223,141352,643.38,Australian Dollar,Cash,0,5,3
119699,24869,54158.83,Rupee,ACH,0,3,4
14195,253116,3137.71,Euro,Wire,0,13,5
212418,47144,16604.47,Euro,Credit Card,0,16,2
29900,9534,11437.71,Yuan,Cheque,0,12,2
11255,23041,14221.01,US Dollar,Credit Card,0,15,3
224943,224943,654677.1,Rupee,Reinvestment,0,9,3
136009,137293,279.84,Canadian Dollar,Credit Card,0,7,2
22224,22224,24.47,US Dollar,Reinvestment,0,14,3
110682,11756,1785.3,Yuan,Credit Card,0,1,3
21828,111913,2171.81,US Dollar,Cheque,0,5,3
1,23410,321.78,US Dollar,Credit Card,0,13,5
161609,161609,7020467.64,US Dollar,Reinvestment,0,0,3
70,245768,126252.8,Mexican Peso,Cheque,0,5,1
233282,110080,1323780.48,Yuan,Credit Card,0,3,4
123800,14,230990.26,Rupee,Cheque,0,2,4
220729,256229,2323.42,US Dollar,Cheque,0,17,4
218072,3718,694.56,US Dollar,Credit Card,0,2,4
126455,27162,921387.56,Rupee,Credit Card,0,21,3
6586,141996,20.79,Euro,Credit Card,0,5,3
119732,2,1509099.8,Rupee,Cash,0,15,2
18,211,2723.25,Swiss Franc,Cheque,0,9,3
1639,11,8509.57,US Dollar,Credit Card,0,4,3
163233,216,366.54,Saudi Riyal,Cheque,0,20,4
19414,224371,229661.79,Rupee,Credit Card,0,17,0
215,146738,926.32,Mexican Peso,Cash,0,11,0
136606,135925,486.39,Canadian Dollar,Cash,0,12,3
1390,14640,96.41,Euro,Cheque,0,2,5
148698,49750,901824.78,Brazil Real,ACH,0,5,4
213123,143280,93933.41,US Dollar,Wire,0,0,3
27356,215128,147929.01,Yuan,Cheque,0,1,4
222470,30515,9655.46,US Dollar,Cash,0,12,1
41542,41428,235.59,Australian Dollar,Cheque,0,10,4
19,132448,59843.75,Ruble,Cheque,0,5,3
23319,23319,481.27,US Dollar,ACH,0,8,4
12055,1768,342.21,Euro,Cheque,0,3,4
0,0,697.13,Euro,Reinvestment,0,12,3
6314,6314,71392.0,US Dollar,Reinvestment,0,0,3
531,224,233.46,US Dollar,Cheque,0,23,3
3460,18121,472.96,Euro,Credit Card,0,2,1
41019,143541,1402.74,Australian Dollar,Cheque,0,18,0
20,5206,5002.3,US Dollar,Cheque,0,20,4
124682,115481,198.18,US Dollar,Wire,0,2,1
22661,214527,155.94,US Dollar,Cheque,0,22,4
19104,11756,230.26,Yuan,Credit Card,0,0,3
70,24633,1061.01,US Dollar,Cheque,0,6,0
14,26272,4.4e-05,Bitcoin,Bitcoin,0,9,5
2557,7272,67.27,Euro,Credit Card,0,3,4
115,163233,1571.03,Saudi Riyal,Cash,0,23,4
224943,224574,15938.04,Rupee,Cheque,0,7,0
70,126588,140.85,US Dollar,Cheque,0,12,4
10311,10073,3560.8,Yuan,Cheque,0,0,4
34604,34604,1929.47,Euro,Reinvestment,0,0,3
423,12202,88.47,Euro,Cheque,0,1,3
1768,17036,148.39,Euro,Cheque,0,20,1
215505,132480,7369.86,Euro,Credit Card,0,11,3
21393,18081,135.16,US Dollar,Cheque,0,22,0
263025,216,43554.97,Saudi Riyal,Credit Card,0,7,1
210472,213123,31.01,US Dollar,Credit Card,0,18,0
26922,113732,23676.87,Yuan,Wire,0,3,4
1126,19300,46.37,Euro,Cheque,0,12,2
21316,21316,227870.94,Euro,Reinvestment,0,0,3
16505,212108,63.43,Euro,ACH,0,5,1
14640,6971,64358.78,Euro,Cheque,0,19,0
19,141632,604.31,Australian Dollar,ACH,0,3,4
14,24027,14779.88,Euro,Credit Card,0,7,2
223950,223950,1394.66,Rupee,Reinvestment,0,15,3
6971,212108,140.89,Euro,ACH,0,0,3
163470,115,3519.64,Saudi Riyal,Cheque,0,20,2
70,12274,98281.17,Euro,Cheque,0,1,4
11047,221024,0.14,US Dollar,ACH,0,6,0
158053,157900,12282.39,Shekel,Cheque,0,12,2
7249,130808,52.8,Euro,Credit Card,0,1,4
9735,11756,651.63,Yuan,Cheque,0,11,5
72,72,6263488.63,Rupee,Reinvestment,0,0,3
127152,127152,6262.22,Rupee,Reinvestment,0,7,3
11832,215557,199422.65,Yen,ACH,0,18,0
11,15885,20063.96,Yuan,Cheque,0,9,1
25,2692,11696.17,US Dollar,Wire,0,18,2
13243,224231,2733.65,US Dollar,Cheque,0,23,4
6971,5436,85.81,Euro,Cheque,0,13,4
15640,54666,29125.87,Euro,Cheque,0,17,4
19,110,310.08,Australian Dollar,Cash,0,15,1
13,22812,6344.57,Yen,Credit Card,0,7,3
70,220164,181.82,Euro,Cheque,0,18,1
113,45907,26476.19,Mexican Peso,Cheque,0,2,4
23319,126991,10889.45,US Dollar,Cheque,0,13,4
14652,14652,2371.58,Euro,ACH,0,10,3
19,110,3215.62,Australian Dollar,Cheque,0,14,5
14195,20,3015647.45,Euro,Cheque,0,1,1
23726,15461,21.17,Euro,ACH,0,1,4
70,215191,370.58,US Dollar,Cheque,0,0,2
27,11437,7272.33,Euro,Cash,0,14,1
11265,15783,1275.05,US Dollar,Wire,0,22,1
285,31879,65527409.54,Ruble,Cheque,0,19,0
20,217,0.092167,Bitcoin,Bitcoin,0,6,3
4,23,34958.95,Yen,Cheque,0,1,4
214342,15331,231.25,US Dollar,Credit Card,0,14,3
212,241036,414918.44,Australian Dollar,Cash,0,20,0
210812,9096,966.67,Yuan,Credit Card,0,10,1
22129,113317,10.01,US Dollar,Cheque,0,17,2
11265,11880,1825.69,US Dollar,Cheque,0,21,5
124304,26169,1238771.98,Rupee,Cash,0,20,4
3,4308,605.76,Euro,Credit Card,0,11,3
3671,25304,147.16,Euro,Cheque,0,3,6
18747,394,12.81,US Dollar,Credit Card,0,0,5
5855,5855,426851.95,US Dollar,ACH,0,9,3
235889,235647,2518.95,Canadian Dollar,Cheque,0,9,3
228073,239436,497.37,Euro,Credit Card,0,2,4
223281,125222,644.5,Rupee,Credit Card,0,6,3
346189,17831,381.54,US Dollar,ACH,0,10,4
7839,7839,6.22,Euro,Reinvestment,0,0,3
129765,235977,3952.71,Euro,ACH,0,16,5
123260,23544,5421010.17,Rupee,ACH,0,2,6
169335,169335,1.023224,Bitcoin,Bitcoin,0,16,5
394,1231,5585.32,US Dollar,ACH,0,13,6
341652,41126,138.27,Australian Dollar,Cash,0,7,4
1126,131636,17132.23,Euro,Credit Card,0,19,3
1217,21828,511.69,US Dollar,Cash,0,5,3
221024,4187,21533.28,US Dollar,Cheque,0,8,6
19,230595,12507.39,Ruble,ACH,0,8,3
8106,15284,666.13,US Dollar,Credit Card,0,16,4
21566,21566,8541.06,US Dollar,Reinvestment,0,0,3
1638,31635,450.85,US Dollar,Credit Card,0,5,0
272545,173079,0.818023,Bitcoin,Bitcoin,0,12,6
247976,215505,2728.0,Euro,Cheque,0,22,6
269312,268792,0.001786,Bitcoin,Bitcoin,0,13,4
29448,115966,158.57,US Dollar,Cheque,0,14,3
135558,136311,84452.89,Canadian Dollar,Wire,0,22,4
29592,217073,69123.72,Yen,Credit Card,0,23,4
327289,5621,149.55,US Dollar,Credit Card,0,3,4
223950,123260,30166.24,Rupee,ACH,0,17,0
41428,42234,38.42,Australian Dollar,Credit Card,0,13,4
59954,259164,117147.01,Shekel,ACH,0,8,2
1199,160604,319.45,Shekel,Cheque,0,8,4
70,21444,923.77,Euro,Cheque,0,17,3
36242,235943,320.79,Canadian Dollar,Cheque,0,19,0
126000,226937,75538.32,Rupee,Cheque,0,4,1
2,125222,4968.87,Rupee,Credit Card,0,0,1
110856,59847,5165.41,Shekel,Cheque,0,23,5
8,138512,23952.78,Canadian Dollar,Cheque,0,13,3
1776,24643,2619.04,Euro,Cash,0,7,5
24633,25526,7149.97,US Dollar,Cash,0,0,4
10073,10073,2589319.69,Yuan,Reinvestment,0,0,3
214,169335,0.152892,Bitcoin,Bitcoin,0,9,3
41019,212,1083.15,Australian Dollar,Cheque,0,6,2
218303,247758,610.82,Euro,ACH,0,5,4
11,135558,4186.03,Canadian Dollar,Cheque,0,13,3
21566,1,172.04,US Dollar,Wire,0,10,0
27425,141558,1753.39,Yuan,Cheque,0,0,4
64057,64057,22.49,Saudi Riyal,Reinvestment,0,15,3
14652,16293,16001.52,Euro,Credit Card,0,21,1
216,64057,111.84,Saudi Riyal,Credit Card,0,0,3
4,23,23421.95,Yen,ACH,0,10,4
13,117960,66169.94,Yen,Cheque,0,11,4
29,33858,1262.35,UK Pound,Cheque,0,18,5
70,139884,804.83,US Dollar,Credit Card,0,6,3
1217,27175,67.27,US Dollar,Credit Card,0,2,3
365548,365548,9785.16,Saudi Riyal,Reinvestment,0,1,3
1638,115216,64.36,US Dollar,Credit Card,0,6,4
70,224257,30976.63,Rupee,Credit Card,0,9,3
14,19414,48181.11,Rupee,Credit Card,0,21,3
374122,171316,0.017526,Bitcoin,Bitcoin,0,10,4
1217,214000,27.61,US Dollar,Cheque,0,12,3
124222,4894,195779.59,US Dollar,Cheque,0,0,3
15885,12307,1541.22,Yuan,Credit Card,0,15,3
12386,11437,21636.0,Euro,Cheque,0,12,0
70,223135,11.75,Euro,Cheque,0,11,0
14851,5981,64.0,Euro,Credit Card,0,20,4
70,110164,1266.89,Yuan,Credit Card,0,22,6
71716,272866,0.000274,Bitcoin,Bitcoin,0,20,4
1199,113,9254.05,Shekel,Cheque,0,10,3
24317,11770,13.83,US Dollar,Cheque,0,17,2
11222,226659,18942.14,US Dollar,Credit Card,0,1,2
269312,169261,18.399663,Bitcoin,Bitcoin,0,8,4
7080,10311,1318.18,Yuan,Cheque,0,1,4
7082,115329,114279.48,Yuan,Credit Card,0,19,4
210700,20,37.58,US Dollar,Cash,0,4,4
70,218072,57.37,US Dollar,Credit Card,0,17,3
70,115966,4142.3,US Dollar,Cash,0,1,3
157937,258461,11202.75,Shekel,Cash,0,17,4
26922,15885,139.31,Yuan,Cash,0,12,1
149453,116,4870.58,Brazil Real,Cheque,0,0,3
11,5294,8992.8,Euro,ACH,0,20,6
29,233282,2424.1,UK Pound,Cheque,0,21,0
29640,11832,154036995.28,Yen,ACH,0,21,2
127568,19414,18709.41,Rupee,Cash,0,10,0
29559,15516,940.05,Euro,Cheque,0,12,5
143037,40904,7640.0,Australian Dollar,Cheque,0,9,4
214867,214867,5842.4,US Dollar,Reinvestment,0,14,3
16262,22106,390.14,US Dollar,Cheque,0,9,3
11265,3597,3516.12,US Dollar,Cheque,0,1,6
29448,22185,58.24,US Dollar,Credit Card,0,22,3
27356,110164,27394.52,Yuan,Cheque,0,23,0
115128,3718,480.3,US Dollar,Cash,0,12,0
349,121007,222.71,US Dollar,Cheque,0,11,5
254821,55311,3733.8,Euro,ACH,0,9,4
1217,1110,145192.28,US Dollar,Cheque,0,14,5
147153,72126,2449.42,Euro,ACH,0,3,3
20,5687,924.28,US Dollar,Cash,0,3,0
11,31373,292.64,US Dollar,Cheque,0,0,0
334343,334343,17363.46,UK Pound,Reinvestment,0,16,3
136474,136424,121.48,Canadian Dollar,Cheque,0,1,4
26453,27175,242.98,US Dollar,Cheque,0,8,4
28393,229487,1383.11,US Dollar,Credit Card,0,14,3
70,18747,1808.25,US Dollar,Cash,0,15,5
41428,41126,3267.78,Australian Dollar,Credit Card,0,6,1
11701,15680,508.9,US Dollar,Credit Card,0,7,6
18,216,55.75,Saudi Riyal,Wire,0,17,3
169261,169261,0.000283,Bitcoin,Bitcoin,0,0,3
141204,40904,23518.01,Australian Dollar,Cheque,0,5,3
212418,22026,3575.93,Euro,Credit Card,0,4,5
25892,28370,56885.48,Rupee,Credit Card,0,21,4
219368,17803,63.69,US Dollar,Cheque,0,4,2
29592,23,42701.83,Yen,Cheque,0,15,2
64657,267332,4134260.69,Saudi Riyal,Cheque,0,10,4
13590,1835,338.74,Euro,Cheque,0,11,4
22129,21566,4925.64,US Dollar,Cheque,0,18,3
1639,21438,59.64,US Dollar,ACH,0,7,0
22364,210700,200.58,US Dollar,Wire,0,3,2
11968,5621,153.3,US Dollar,Cheque,0,4,4
15607,15607,18.14,Euro,Reinvestment,0,16,3
265175,265175,13116.91,Saudi Riyal,Reinvestment,0,22,3
1217,21647,10188.16,US Dollar,ACH,0,16,4
117743,22297,4436.58,Yen,ACH,0,6,0
232857,232857,162.94,UK Pound,Cash,0,22,1
63779,265862,696.18,Saudi Riyal,Credit Card,0,8,4
146776,146776,2608.06,Mexican Peso,Reinvestment,0,0,3
3597,217862,25.89,US Dollar,ACH,0,7,0
5,226085,171349.59,Rupee,Cheque,0,23,4
57466,160008,2906.36,Shekel,Cash,0,23,5
1422,18081,9315.48,US Dollar,Cheque,0,3,0
423,16293,51.73,Euro,Cash,0,16,1
2175,121007,585389.67,US Dollar,Cheque,0,3,4
7082,210484,823.98,Yuan,Cheque,0,1,1
253428,17,715.51,Swiss Franc,ACH,0,6,3
5617,24999,0.98,US Dollar,Wire,0,11,2
17036,425,2826.86,Euro,Cash,0,21,3
27425,112827,194.46,Yuan,Credit Card,0,0,5
65300,65300,57767.84,Saudi Riyal,Cheque,0,1,1
12202,24643,2221.3,Euro,ACH,0,19,4
70,29844,677998.84,Yuan,Cheque,0,11,1
15745,117946,71419.4,Yen,Credit Card,0,1,4
219425,156915,184.28,US Dollar,Cheque,0,19,5
70,225312,631.61,Euro,Cheque,0,11,0
70,2175,2238.97,US Dollar,Cash,0,11,4
171474,173079,7.287806,Bitcoin,Bitcoin,0,9,3
220015,5394,59.98,US Dollar,Credit Card,0,0,5
19,16,11821.64,Ruble,Credit Card,0,9,3
215721,13354,63836.22,US Dollar,Cheque,0,20,2
216093,11337,33.36,US Dollar,Credit Card,0,0,5
3671,18121,138.85,Euro,ACH,0,16,4
0,20,1976.61,Euro,Cheque,0,12,4
2175,11701,51.47,US Dollar,ACH,0,14,6
17289,17289,12.46,Euro,Reinvestment,0,16,3
114721,13243,339.66,US Dollar,Cheque,0,11,0
8488,5572,8.64,US Dollar,Wire,0,0,5
13712,212655,152240.27,Yuan,Cheque,0,5,3
133159,233601,3313.4,UK Pound,Credit Card,0,23,4
70,12063,2694.07,US Dollar,Cash,0,4,3
132448,231975,367283.53,Ruble,Cash,0,3,4
11265,11265,13.3,US Dollar,Reinvestment,0,0,3
229425,114948,3252.18,Euro,Credit Card,0,20,0
170412,171316,1.605873,Bitcoin,Bitcoin,0,11,3
217,271241,0.013668,Bitcoin,Bitcoin,0,17,3
19104,11,803.26,Yuan,Credit Card,0,15,0
12386,1126,296.36,Euro,Cash,0,18,3
70,217215,10.23,Euro,Credit Card,0,12,2
14,7530,34.49,Euro,ACH,0,20,4
142327,142327,41.82,Australian Dollar,Cheque,0,12,3
11,11,5103.78,Brazil Real,Credit Card,0,3,2
18,52898,288.1,Swiss Franc,Credit Card,0,6,4
25304,58361,5532.64,US Dollar,ACH,0,3,5
263186,263574,3715.95,Saudi Riyal,Cheque,0,19,2
1217,13354,297.58,US Dollar,Cheque,0,9,4
19296,27387,174.89,Euro,Credit Card,0,19,3
116914,215278,2582242.43,Yen,Credit Card,0,23,3
29,134598,275.48,UK Pound,Cheque,0,11,4
117301,5617,5409.98,US Dollar,Credit Card,0,6,1
14003,5724,835.26,Euro,Cheque,0,13,3
23410,24523,153.49,US Dollar,Cheque,0,18,4
70,218303,1448.89,Euro,Cheque,0,12,2
25856,15516,2547.81,Euro,Credit Card,0,11,4
263574,263574,9489.64,Saudi Riyal,Reinvestment,0,0,3
3697,25304,864.83,Euro,ACH,0,14,4
320788,37146,79.32,US Dollar,Cheque,0,12,4
11832,217073,279222.06,Yen,Credit Card,0,20,5
216796,236488,805.96,US Dollar,Cheque,0,3,3
531,113002,2891.19,US Dollar,ACH,0,23,0
1291,3202,3183.58,US Dollar,ACH,0,11,1
5621,158832,133.66,US Dollar,Cash,0,4,3
15461,14652,1160.23,Euro,Cheque,0,10,1
24643,15516,678.16,Euro,Cheque,0,20,4
70,394,164.92,US Dollar,Credit Card,0,10,3
5855,15680,266977.64,US Dollar,Cheque,0,17,5
70,1768,1472.04,Euro,Cash,0,21,4
70,214107,2101555.15,US Dollar,Cash,0,16,4
246232,245729,2817.46,Mexican Peso,Credit Card,0,19,1
17768,8997,1036840.08,Yuan,ACH,0,23,4
70,2368,24.6,US Dollar,Cheque,0,21,1
70,17096,752401.93,Yen,Credit Card,0,18,2
13354,13354,12.68,US Dollar,Reinvestment,0,21,3
7,134053,16.14,UK Pound,Cheque,0,2,4
21393,19561,4303.05,US Dollar,Credit Card,0,15,6
10461,212642,1153.01,Yuan,Credit Card,0,18,2
337695,337695,1433.86,US Dollar,Reinvestment,0,17,3
217717,113016,10365.33,US Dollar,Cheque,0,0,4
7530,423,146.35,Euro,Credit Card,0,1,3
2196,214107,3284.4,US Dollar,Cheque,0,1,4
13125,137268,5998.59,US Dollar,Credit Card,0,16,2
12274,1720,25293.41,Euro,ACH,0,20,5
21444,1768,2675.94,Euro,Credit Card,0,2,3
13,23,260259.99,Yen,Cash,0,23,4
16,17,12004514.55,Canadian Dollar,Cash,0,22,4
129927,138578,16.89,US Dollar,Cash,0,17,4
36518,36518,12023.69,Euro,Reinvestment,0,21,3
217087,217087,42582.7,Yen,Reinvestment,0,10,3
262622,18247,5.57,US Dollar,Credit Card,0,0,5
10920,17,7.88,Swiss Franc,Cheque,0,13,4
116,148894,47676.67,Brazil Real,Cheque,0,19,3
21444,5312,2497.23,Euro,Credit Card,0,7,4
257433,115,399.82,Shekel,Cheque,0,13,1
1,18990,7834.3,US Dollar,ACH,0,23,4
241036,45104,158.58,Australian Dollar,ACH,0,20,6
3434,28560,509.23,Euro,Cash,0,14,4
112,14,2305.4,Shekel,ACH,0,23,2
170558,70997,0.002151,Bitcoin,Bitcoin,0,21,4
135558,35777,39.7,Canadian Dollar,Cash,0,4,2
215278,15745,7063.02,Yen,Credit Card,0,10,3
12204,1,73.95,US Dollar,Cheque,0,9,4
37621,212992,4491.96,Yuan,ACH,0,15,3
69289,71705,41.783679,Bitcoin,Bitcoin,0,1,5
118871,118871,37999.77,Euro,Reinvestment,0,6,3
118939,14195,277.08,Euro,Credit Card,0,0,4
